"","Terms","Counts","GeneRatio","BgRatio","pValue","FDR","foldEnrichment","geneID","geneSymbol","Category"
"3051","DOID:350~mastocytosis",2,"2/61","46/9763",0.0333325190484438,0.172038807991968,6.95866001425517,"ENSG00000136997/ENSG00000171552","MYC/BCL2L1","DO"
"3052","DOID:4074~pancreatic adenocarcinoma",4,"4/61","198/9763",0.0349300398603631,0.176735936581485,3.23331677430038,"ENSG00000105974/ENSG00000105976/ENSG00000117020/ENSG00000198910","CAV1/MET/AKT3/L1CAM","DO"
"3053","DOID:4897~bile duct carcinoma",4,"4/61","199/9763",0.035484447905816,0.176735936581485,3.21706895131395,"ENSG00000105974/ENSG00000105976/ENSG00000134982/ENSG00000198910","CAV1/MET/APC/L1CAM","DO"
"3054","DOID:3083~chronic obstructive pulmonary disease",5,"5/61","293/9763",0.0357035375424319,0.176735936581485,2.73121468136295,"ENSG00000113448/ENSG00000113580/ENSG00000105976/ENSG00000171552/ENSG00000150907","PDE4D/NR3C1/MET/BCL2L1/FOXO1","DO"
"3055","DOID:4606~bile duct cancer",4,"4/61","200/9763",0.0360439870259093,0.176735936581485,3.20098360655738,"ENSG00000105974/ENSG00000105976/ENSG00000134982/ENSG00000198910","CAV1/MET/APC/L1CAM","DO"
"3056","DOID:2320~obstructive lung disease",5,"5/61","294/9763",0.0361514772931117,0.176735936581485,2.72192483550797,"ENSG00000113448/ENSG00000113580/ENSG00000105976/ENSG00000171552/ENSG00000150907","PDE4D/NR3C1/MET/BCL2L1/FOXO1","DO"
"3057","DOID:1192~peripheral nervous system neoplasm",6,"6/61","396/9763",0.0364517869199312,0.176735936581485,2.42498758072529,"ENSG00000136997/ENSG00000122707/ENSG00000171552/ENSG00000163032/ENSG00000198910/ENSG00000150907","MYC/RECK/BCL2L1/VSNL1/L1CAM/FOXO1","DO"
"3058","DOID:12236~primary biliary cholangitis",3,"3/61","118/9763",0.0373210367622425,0.179140976458764,4.06904695748819,"ENSG00000105974/ENSG00000113580/ENSG00000105971","CAV1/NR3C1/CAV2","DO"
"3059","DOID:1824~status epilepticus",3,"3/61","119/9763",0.0381203087699112,0.179284052559777,4.03485328557653,"ENSG00000113580/ENSG00000198947/ENSG00000171552","NR3C1/DMD/BCL2L1","DO"
"3060","DOID:3376~bone osteosarcoma",2,"2/61","50/9763",0.0388320957073166,0.179284052559777,6.40196721311476,"ENSG00000105974/ENSG00000105976","CAV1/MET","DO"
"3061","DOID:4914~esophagus adenocarcinoma",2,"2/61","50/9763",0.0388320957073166,0.179284052559777,6.40196721311476,"ENSG00000136997/ENSG00000105976","MYC/MET","DO"
"3062","DOID:3498~pancreatic ductal adenocarcinoma",3,"3/61","120/9763",0.0389283544742469,0.179284052559777,4.00122950819672,"ENSG00000105974/ENSG00000105976/ENSG00000198910","CAV1/MET/L1CAM","DO"
"3063","DOID:9119~acute myeloid leukemia",4,"4/61","206/9763",0.0395091712839151,0.179284052559777,3.10775107432755,"ENSG00000105974/ENSG00000143995/ENSG00000136997/ENSG00000171552","CAV1/MEIS1/MYC/BCL2L1","DO"
"3064","DOID:5295~intestinal disease",6,"6/61","404/9763",0.0395918949402842,0.179284052559777,2.37696802467132,"ENSG00000082397/ENSG00000066468/ENSG00000169554/ENSG00000134982/ENSG00000198910/ENSG00000106089","EPB41L3/FGFR2/ZEB2/APC/L1CAM/STX1A","DO"
"3065","DOID:3008~invasive ductal carcinoma",2,"2/61","51/9763",0.040257672652242,0.180595167038095,6.27643844423015,"ENSG00000105974/ENSG00000105976","CAV1/MET","DO"
"3066","DOID:289~endometriosis",3,"3/61","123/9763",0.0414049243188762,0.184021885861672,3.90363854458217,"ENSG00000066468/ENSG00000171552/ENSG00000198910","FGFR2/BCL2L1/L1CAM","DO"
"3067","DOID:1036~chronic leukemia",4,"4/61","212/9763",0.0431597867978075,0.187060636483447,3.01979585524281,"ENSG00000198121/ENSG00000136997/ENSG00000171552/ENSG00000117020","LPAR1/MYC/BCL2L1/AKT3","DO"
"3068","DOID:1040~chronic lymphocytic leukemia",4,"4/61","212/9763",0.0431597867978075,0.187060636483447,3.01979585524281,"ENSG00000113448/ENSG00000136997/ENSG00000198947/ENSG00000171552","PDE4D/MYC/DMD/BCL2L1","DO"
"3069","DOID:1520~colon carcinoma",4,"4/61","213/9763",0.0437862705601516,0.187060636483447,3.00561840991303,"ENSG00000105974/ENSG00000136997/ENSG00000105976/ENSG00000134982","CAV1/MYC/MET/APC","DO"
"3070","DOID:3068~glioblastoma",3,"3/61","126/9763",0.0439596713335926,0.187060636483447,3.81069476971116,"ENSG00000136997/ENSG00000117020/ENSG00000198910","MYC/AKT3/L1CAM","DO"
"3071","DOID:3458~breast adenocarcinoma",2,"2/61","54/9763",0.0446513038595172,0.187060636483447,5.9277474195507,"ENSG00000105974/ENSG00000105971","CAV1/CAV2","DO"
"3072","DOID:2316~brain ischemia",5,"5/61","312/9763",0.0448166108241592,0.187060636483447,2.56489071038251,"ENSG00000198121/ENSG00000105974/ENSG00000113448/ENSG00000113580/ENSG00000171552","LPAR1/CAV1/PDE4D/NR3C1/BCL2L1","DO"
"3073","DOID:4905~pancreatic carcinoma",5,"5/61","312/9763",0.0448166108241592,0.187060636483447,2.56489071038251,"ENSG00000105974/ENSG00000136997/ENSG00000105976/ENSG00000117020/ENSG00000198910","CAV1/MYC/MET/AKT3/L1CAM","DO"
"3074","DOID:6432~pulmonary hypertension",4,"4/61","216/9763",0.0456966624856366,0.1890896378716,2.96387370977535,"ENSG00000105974/ENSG00000136997/ENSG00000105281/ENSG00000171552","CAV1/MYC/SLC1A5/BCL2L1","DO"
"3075","DOID:0060095~uterine benign neoplasm",2,"2/61","56/9763",0.0476749167526974,0.195589402062348,5.71604215456675,"ENSG00000171552/ENSG00000198910","BCL2L1/L1CAM","DO"
"3076","DOID:2596~larynx cancer",2,"2/61","57/9763",0.0492142277753556,0.200193468916701,5.61576071325856,"ENSG00000105974/ENSG00000136997","CAV1/MYC","DO"
